"Reviewer","Hsing, J.","HOY Technologies"
"Reviewer","Hu, J.","Oklahoma State University"
"Reviewer","Hu, W.","Northwestern Polytechnical University"
"Reviewer","Hu, X.","Qualcomm Technologies, Inc."
"Reviewer","Huang, C.","National Chip Implementation Center"
"Reviewer","Huang, J.","Nvidia Corporation"
"Reviewer","Huang, L.","National University of Defense Technology"
"Reviewer","Huang, T.","University of Illinois at Urbana-Champaign"
"Reviewer","Hukerikar, S.","University Of Southern California"
"Reviewer","Hussain, W.","Tampere University Of Technology"
"Reviewer","Ihrig, C.","University of Pittsburgh"
"Reviewer","Inoue, T.","National Instruments Corporation"
"Reviewer","Jaffari, J.","Qualcomm, Inc."
"Reviewer","Jain, P.","Texas Instruments, Inc."
"Reviewer","Jassowski, M.","Intel Corporation"
"Reviewer","Jerke, G.","Robert Bosch GmbH"
"Reviewer","Jevtic, R.","University of California, Berkeley"
"Reviewer","Jiang, H.","Synopsys, Inc."
"Reviewer","Jiang, L.","University of Pittsburgh"
"Reviewer","Jiang, Z.","Chinese Academy Of Sciences"
"Reviewer","Joshi, A.","Boston University"
"Reviewer","Joshi, A.","SanDisk Corporation"
"Reviewer","Joshi, P.","Intel Corporation"
"Reviewer","Jung, M.","Georgia Institute Of Technology"
"Reviewer","Jung, M.","University of Texas at Dallas"
"Reviewer","Jung, Y.","Adaptmicrosys LLC"
"Reviewer","Kakarountas, A.","Technological Educational Institute of Ionian Islands"
"Reviewer","Kanuparthi, A.","Polytechnic Institute of New York University"
"Reviewer","Kapadia, N.","Colorado State University"
"Reviewer","karimi, z.","Consultant"
"Reviewer","Kejariwal, A.","University of California, Irvine"
"Reviewer","Keramidas, G.","University Of Patras"
"Reviewer","kezer, r.","Intel Corporation"
"Reviewer","Kim, D.","Cadence Design Systems, Inc."
"Reviewer","Kim, D.","Intel Corporation"
"Reviewer","Kim, S.","Oracle Corp."
"Reviewer","Kim, S.","Korea University"
"Reviewer","Kim, T.","Nanyang Technological University"
"Reviewer","Kim, Y.","Purdue University"
"Reviewer","Kim, Y.","North Carolina State University"
"Reviewer","Kleeberger, V.","Technische Universität München"
"Reviewer","Kodama, C.","Toshiba Corporation"
"Reviewer","Kong, J.","Rice University"
"Reviewer","Kultursay, E.","Google, Inc."
"Reviewer","Kumar, A.","Intel Corporation"
"Reviewer","Kumar, D.","Samsung Electronics Co., Ltd,"
"Reviewer","Kumari, A.","CVC Pvt., Ltd."
"Reviewer","Kung, J.","Georgia Institute of Technology"
"Reviewer","Kurimoto, M.","Mitsubishi Electric Corporation"
"Reviewer","Kwon, Y.","Etri"
"Reviewer","Lehther, D.","Freescale Semiconductor, Inc."
"Reviewer","Lei, C.","The University Of Hong Kong"
"Reviewer","Lettnin, D.","Universidade Federal de Santa Catarina"
"Reviewer","Li, C.","University of Florida"
"Reviewer","Li, J.","University of Pittsburgh"
"Reviewer","Li, P.","University of California, Los Angeles"
"Reviewer","Li, T.","University of Florida"
"Reviewer","Li, T.","National University of Defense Technology"
"Reviewer","Li, W.","University of California, Berkeley"
"Reviewer","Li, Y.","Massachusetts Institute of Technology"
"Reviewer","Liao, X.","Intel Corporation"
"Reviewer","Lin, I.","National Cheng Kung University"
"Reviewer","Lin, J.","National Cheng Kung University"
"Reviewer","Lin, L.","Intel Corporation"
"Reviewer","Ling, A.","Texas Instruments, Inc."
"Reviewer","Lingamneni, A.","Rice University"
"Reviewer","Liu, B.","Micron Technology, Inc."
"Reviewer","Liu, C.","National Chiao Tung University"
"Reviewer","Liu, C.","National Central University"
"Reviewer","Liu, H.","Columbia University"
"Reviewer","Liu, L.","University of Florida"
"Reviewer","Liu, S.","National Chiao Tung University "
"Reviewer","Liu, W.","Karlsruhe Institute of Technology"
"Reviewer","Liu, X.","Synopsys, Inc."
"Reviewer","Lo, D.","Cornell University"
"Reviewer","louvel, m.","CEA-LETI MINATEC"
"Reviewer","Lu, G.","National Chiao Tung University "
"Reviewer","Lu, Y.","Synopsys, Inc."
"Reviewer","Lu, Y.","Academia Sinica"
"Reviewer","Luo, Y.","Duke University"
"Reviewer","LV, J.","Cadence Design Systems, Inc."
"Reviewer","Ma, Y.","Tsinghua University"
"Reviewer","Machavaram, S.","LSI Corporation"
"Reviewer","Mahdoum, A.","Centre de Developpement des Technologies Avancees"
"Reviewer","Majzoub, S.","University of British Columbia"
"Reviewer","Mak, W.","National Tsing Hua University"
"Reviewer","Manevich, R.","Technion - Israel Institute of Technology"
"Reviewer","Martin, B.","E-System Design"
"Reviewer","Martinez Vallina, F.","Xilinx, Inc."
"Reviewer","MATHUR, S.","STMicroelectronics "
"Reviewer","Matsuda, A.","Panasonic Corporation"
"Reviewer","McCullen, K.","IBM Systems and Technology Group"
"Reviewer","McGregor, G.","Nitero, Inc."
"Reviewer","Mehetre, S.","Open-Silicon, Inc."
"Reviewer","Meister, T.","Dresden University Of Technology"
"Reviewer","Melcher, E.","Universidade Estadual de Campinas"
"Reviewer","Mi, N.","Cadence Design Systems, Inc."
"Reviewer","Miller, B.","University of California, Riverside"
"Reviewer","Mirkhani, S.","University of Texas at Austin"
"Reviewer","Mittra, B.","Cadence Design Systems, Inc."
"Reviewer","Mohamed, M.","University of Colorado"
"Reviewer","Mohan, M.","Intel Corporation"
"Reviewer","Mohanty, S.","University of North Texas"
"Reviewer","Mueller-Gritschneder, D.","Technische Universität München"
"Reviewer","Mukhopadhyay, A.","Intel Corporation"
"Reviewer","Mullen, B.","Taiwan Semiconductor Manufacturing Co., Ltd."
"Reviewer","Mulvaney, B.","Freescale Semiconductor, Inc."
"Reviewer","Na, T.","Georgia Institute Of Technology"
"Reviewer","Nacci, A.","Politecnico Di Milano"
"Reviewer","Nakamae, K.","Osaka University"
"Reviewer","Nakata, Y.","Panasonic Corporation"
"Reviewer","Nandakumar, V.","University of California, Santa Barbara"
"Reviewer","Nanshi, K.","Western Digital Corporation"
"Reviewer","Nastov, O.","AWR Corporation"
"Reviewer","Nation, W.","LSI Corporation"
"Reviewer","Navabi, Z.","University of Tehran"
"Reviewer","Neely, C.","Xilinx, Inc."
"Reviewer","Niu, D.","Pennsylvania State University"
"Reviewer","Noury, L.","Ecole Superieure d'Ingenieurs en Electronique et Electrotechnique"
"Reviewer","Obeidat, F.","Intel Corporation"
"Reviewer","OGRENCI, A.","Kadir Has University"
"Reviewer","Olbrich, M.","University Of Hannover"
"Reviewer","Oppenheimer, F.","OFFIS Research Institute"
"Reviewer","Otoom, M.","Virginia Polytechnic Institute and State University"
"Reviewer","Pak, J.","University of Texas at Austin"
"Reviewer","Pal, P.","Indian Institute Of Technology "
"Reviewer","Pan, P.","National Chiao Tung University"
"Reviewer","Pandey, S.","NXP Semiconductors"
"Reviewer","Panth, S.","Georgia Institute of Technology"
"Reviewer","Parekhji, R.","Texas Instruments India Pvt. Ltd."
"Reviewer","Pasha, M.","Institut de Recherche en Informatique et Systemes Aleatoires"
"Reviewer","Pasupuleti, V.","IBM Systems and Technology Group"
"Reviewer","Patel, A.","Suny Binghamton"
"Reviewer","PD, S.","Nanyang Technological University"
"Reviewer","Pellegrini, A.","Intel Corporation"
"Reviewer","Pelosi, G.","Politecnico Di Milano"
"Reviewer","Peng, Y.","Georgia Institute Of Technology"
"Reviewer","Petre, T.","AMIQ srl"
"Reviewer","pham, v.","Intel Corporation"
"Reviewer","Pilato, C.","Columbia University"
"Reviewer","Pillement, S.","University of Nantes"
"Reviewer","Pino, Y.","Air Force Research Laboratory"
"Reviewer","Pionteck, T.","Dresden University Of Technology"
"Reviewer","Ploennigs, J.","IBM Research"
"Reviewer","Polian, I.","University of Passau"
"Reviewer","Popp, R.","Edacentrum"
"Reviewer","Posser, G.","Universidade Federal do Rio Grande do Sul"
"Reviewer","Potluri, S.","Indian Institute of Technology, Madras"
"Reviewer","Pratap, R.","Einfochips"
"Reviewer","Qasim, S.","King Abdulaziz City for Science and Technology"
"Reviewer","Qian, W.","Shanghai Jiao Tong University"
"Reviewer","Qin, X.","NVIDIA Corp."
"Reviewer","Qiu, M.","San Jose State University"
"Reviewer","Rahimi, A.","University of California at San Diego"
"Reviewer","Rahmani, A.","University of Turku"
"Reviewer","Rakai, L.","University Of Calgary"
"Reviewer","RAMAN, S.","Xilinx, Inc."
"Reviewer","Ranjan, A.","Calypto Design Systems, Inc."
"Reviewer","Rao, R.","IBM Systems and Technology Group"
"Reviewer","Rasekh, E.","ANSYS, Inc"
"Reviewer","Ravanshad, N.","Ferdowsi University Of Mashhad"
"Reviewer","Rezaee-Dehsorkh, H.","Ferdowsi University Of Mashhad"
"Reviewer","Ricci, A.","University of Parma"
"Reviewer","Ridgeway, J.","LSI Corporation"
"Reviewer","Riesgo, T.","Universidad Politecnica de Madrid"
"Reviewer","riley, n.","Texas Instruments, Inc."
"Reviewer","Rivera, F.","University de Antioquia"
"Reviewer","Rochel, S.","Tabula, Inc."
"Reviewer","ROMANA, a.","Texas Instruments, Inc."
"Reviewer","Rosti, A.","STMicroelectronics "
"Reviewer","ROY, S.","University of Texas at Austin"
"Reviewer","Roy, S.","Indian Institute Of Technology "
"Reviewer","S, R.","General Motors Company"
"Reviewer","Sadeghi, M.","Auckland University of Technology"
"Reviewer","Samal, S.","Georgia Institute Of Technology"
"Reviewer","Samanta, T.","Bengal Engineering and Science University, Shibpur"
"Reviewer","Sanchez, P.","University of Cantabria"
"Reviewer","Saraf, N.","University of Minnesota, Twin Cities"
"Reviewer","Sarkar, S.","Texas Instruments, Inc."
"Reviewer","Schirrmeister, F.","Cadence Design Systems, Inc."
"Reviewer","Schlottmann, C.","Georgia Institute of Technology"
"Reviewer","Schneider, K.","University of Kaiserslautern"
"Reviewer","Schuppan, V.","Consultant"
"Reviewer","Sen, A.","Bogazici University"
"Reviewer","Sen, S.","Synopsys, Inc."
"Reviewer","Sepulveda, J.","University Of Sao Paulo"
"Reviewer","seshadri, b.","Nvidia Corp."
"Reviewer","Sethuraman, B.","Mentor Graphics Corporation"
"Reviewer","Shafaei, A.","University of Southern California"
"Reviewer","Shafik, R.","University Of Southampton"
"Reviewer","Shah, V.","eInfochips"
"Reviewer","Shamanna, G.","Intel Corporation"
"Reviewer","Shayan, A.","Qualcomm Technologies, Inc."
"Reviewer","SHEIBANYRAD, A.","TIMA Laboratory, CNRS/Grenoble INP/UJF"
"Reviewer","Sherk, E.","Qualcomm, Inc."
"Reviewer","Shi, Y.","Waseda University"
"Reviewer","Shiple, T.","Synopsys, Inc."
"Reviewer","Shojaei, H.","Qualcomm, Inc."
"Reviewer","Shreedhara, J.","Silicon Laboratories, Inc."
"Reviewer","Shriver, E.","Intel Corporation"
"Reviewer","Shukla, S.","IBM T.J. Watson Research Center"
"Reviewer","Silvant, M.","EDXACT SA"
"Reviewer","Sindia, S.","Intel Corporation"
"Reviewer","Singh, J.","Indian Institute Of Technology "
"Reviewer","singh, s.","Texas Instruments India Pvt. Ltd."
"Reviewer","Sinha, R.","University of Auckland"
"Reviewer","Sironi, F.","Politecnico di Milano"
"Reviewer","Smith, A.","Microsoft Research"
"Reviewer","Somasundaram, K.","Amrita University"
"Reviewer","Song, T.","Georgia Institute Of Technology"
"Reviewer","Sripada, S.","Synopsys, Inc."
"Reviewer","Stamoulis, G.","University of Thessaly"
"Reviewer","Stattelmann, S.","ABB Group"
"Reviewer","Steven, D.","University de Rennes 1"
"Reviewer","Stilkerich, S.","EADS"
"Reviewer","Sun, R.","Synopsys, Inc."
"Reviewer","Sundaresan, K.","Oracle Corp."
"Reviewer","Suresh, V.","University of Massachusetts, Amherst"
"Reviewer","Talay, S.","Dialog Semiconductor"
"Reviewer","Tanaka, G.","Renesas Electronics Corporation"
"Reviewer","Tang, N.","United Microelectronics Corporation"
"Reviewer","Teh, Y.","Multimedia University"
"Reviewer","Teng, S.","Intel Corporation"
"Reviewer","Terrier, F.","CEA-LIST"         z
"Reviewer","Tetelbaum, A.","Abelite Design Automation"
"Reviewer","Tian, H.","University of Illinois at Urbana-Champaign"
"Reviewer","Tong, D.","Peking University"
"Reviewer","Tosun, S.","ANKARA UNIVERSITY"
"Reviewer","Tovinakere, V.","Nvidia Corporation"
"Reviewer","Tran, A.","Xpliant, Inc."
"Reviewer","Tripathy, A.","Texas A&amp;M University"
"Reviewer","Tsai, T.","National Chiao Tung University "
"Reviewer","Tsota, K.","University of California, Los Angeles"
"Reviewer","Tumeo, A.","Pacific Northwest National Laboratory"
"Reviewer","Tyrrell, A.","University of York"
"Reviewer","Ubar, R.","Tallinn University of Technology"
"Reviewer","Valderrama, C.","University of Mons"
"Reviewer","Vandierendonck, H.","Ghent University"
"Reviewer","Vardhan, H.","Cadence Design Systems, Inc."
"Reviewer","Vatajelu, E.","Laboratoire d'Informatique de Robotique et de Microelectronique de Montpellier"
"Reviewer","Venkataramanan, S.","CVC Pvt., Ltd."
"Reviewer","Venkatasubramanian, R.","Texas Instruments, Inc."
"Reviewer","Ventroux, N.","CEA-LIST"
"Reviewer","VR, D.","Texas Instruments India Pvt. Ltd."
"Reviewer","Vuletic, M.","Marvell Semiconductor, Inc."
"Reviewer","Wan, L.","Cadence Design Systems, Inc."
"Reviewer","Wan, Y.","Georgia Institute Of Technology"
"Reviewer","Wanderley Netto, E.","Instituto Federal De Educacao"
"Reviewer","Wang, C.","University of Science and Technology of China"
"Reviewer","Wang, C.","National University Of Singapore"
"Reviewer","Wang, C.","National Chiao Tung University"
"Reviewer","WANG, Z.","MathWorks, Inc."
"Reviewer","Wiggers, M.","Fujitsu Laboratories Ltd."
"Reviewer","Wolff, F.","Case Western Reserve University"
"Reviewer","Wu, W.","University of California, Los Angeles"
"Reviewer","Xiang, H.","IBM Research"
"Reviewer","Xiang, Y.","Colorado State University"
"Reviewer","Xiao, Z.","University of Illinois at Urbana-Champaign"
"Reviewer","Xie, J.","Georgia Institute Of Technology"
"Reviewer","Xiong, X.","Synopsys, Inc."
"Reviewer","Xu, X.","University of Texas at Austin"
"Reviewer","Xu, X.","Chinese Academy Of Sciences"
"Reviewer","XU, Y.","Marvell Semiconductor, Inc."
"Reviewer","Xu, Y.","Oracle Corp."
"Reviewer","Yan, J.","Hewlett-Packard Co."
"Reviewer","Yang, J.","Tsinghua University"
"Reviewer","Yang, Y.","National Chiao Tung University "
"Reviewer","Ye, F.","Duke University"
"Reviewer","Ye, R.","Chinese University Of Hong Kong"
"Reviewer","Yeh, T.","Academia Sinica"
"Reviewer","Yi, J.","Kwangwoon University"
"Reviewer","Yilmaz, E.","Arizona State University"
"Reviewer","Yin, J.","University of Minnesota, Twin Cities"
"Reviewer","Yu, B.","University of Texas at Austin"
"Reviewer","Yu, H.","Toyota Motor Corporation"
"Reviewer","Yu, M.","Verayo, Inc."
"Reviewer","Yu, W.","Tsinghua University"
"Reviewer","Yuan, B.","University of California, Los Angeles"
"Reviewer","Zawada, A.","Plastic Logic, Ltd."
"Reviewer","Zhai, J.","Leiden University"
"Reviewer","Zhang, C.","Missouri University of Science and Technology"
"Reviewer","Zhang, H.","Synopsys, Inc."
"Reviewer","Zhang, P.","University of California, Los Angeles"
"Reviewer","Zhang, W.","Cadence Design Systems, Inc."
"Reviewer","Zhang, W.","Fudan University"
"Reviewer","Zhang, X.","San Francisco State University"
"Reviewer","Zhang, Y.","University of Texas at Austin"
"Reviewer","Zhao, D.","University of Louisiana at Lafayette"
"Reviewer","Zhao, W.","National University Of Singapore"
"Reviewer","Zhao, X.","IBM Corporation"
"Reviewer","ZHENG, G.","Analog Devices, Inc."
"Reviewer","Zhu, B.","Cadence Design Systems, Inc."
"Reviewer","Zhu, T.","Hewlett-Packard Co."
"Reviewer","Ziegler, M.","IBM T.J. Watson Research Center"
"Reviewer","Zinchenko, L.","Moscow State Technical University"
