Label;Id
Vanoli, G.P.;119
Kuo, C.Y.;120
Wang, S.J.;121
Twu, Y.;122
Dutta, N.K.;123
Rekiouak, A.;124
Boukadoum, M.;125
Bouchard, M.;126
Dandan Zhu;127
Qiang Tong;128
Kikuchi, K.;129
Paez-Borrallo, J.M.;130
Perez Alvarez, I.A.;131
Bello, S.Z.;132
Harlin, A.;133
Shuvalov, M.;134
Ovsienko, V.;135
Juhanoja, Jyrki;136
Qingfeng Zhang;137
Gupta, S.;138
Caloz, C.;139
Yen-wei Chen;140
Sobue, S.;141
Xinyin Huang;142
Hadad, W.M.;143
Bernstein, D.S.;144
Bewley, T.R.;145
Ramesh, C.;146
Sandberg, H.;147
Lei Bao;148
Johansson, K.H.;149
Brieger, O.;150
Kerr, M.;151
Leissling, D.;152
Postlethwaite, I.;153
Sofrony, J.;154
Turner, M.C.;155
Li Quan;156
Ren Jian-wen;157
Hu Wen-ping;158
Liang Xiao;159
Yan Chen;160
Liu, K.J.R.;161
Batty, M.;162
Kyaw, P.;163
Scalari, G.;164
Amanti, M.I.;165
Terazzi, R.;166
Walther, Christoph;167
Beck, M.;168
Faist, Jerome;169
Kamat, V.R.;170
Martinez, J.C.;171
Jung Ho Lee;172
Beomju Shin;173
Chulki Kim;174
Jaehun Kim;175
Seok Lee;176
Taikjin Lee;177
Tarboux, J.G.;178
Yogi, T.;179
Gorman, Grace L.;180
Hwang, Cherngye;181
Kakalec, Michael A.;182
Lambert, Steven E.;183
Carballo, J.A.;184
Director, S.W.;185
Xing Fu;186
Kabir, K.;187
Xiaorui Wang;188
Shu-Jun Liu;189
Ge, S.S.;190
Ji-Feng Zhang;191
Elmeziane, Khadija;192
Chuanmin, Shuai;193
Elmeziane, Mourad;194
Rodriguez, D.;195
Suaste, E.;196
Min Feng;197
Xue-wei Cao;198
Yang, Aria;199
Zuo, Xu;200
Vittoria, Carmine;201
Harris, Vincent G.;202
Edwards, J.D.;203
Preston, M.;204
Takeshita, O.Y.;205
Fossorier, M.P.C.;206
Costello, D.J.;207
Haitao Sun;208
Whei-Min Lin;209
Ming-Tong Tsay;210
Shi-Jaw Chen;211
Lu Gan;212
Kai-Kuang Ma;213
Nguyen, T.Q.;214
Tran, T.D.;215
de Queiroz, R.L.;216
Agrell, E.;217
Alvarado, A.;218
de Haag, M.U.;219
Zhen Zhu;220
Arthur, T.;221
Spinelli, A.;222
Lacaita, A.L.;223
Litvinov, V.I.;224
LaPorte, G.J.;225
Branke, J.;226
Chun-Hung Chen;227
Wong Wai Chi;228
Azid, I.H.A.;229
Rivis, M.;230
Asimakopoulou, E.;231
Sotiriadis, S.;232
Bessis, N.;233
Ojima, Masahiro;234
Jung-Woo Ha;235
Beom-Jin Lee;236
Byoung-Tak Zhang;237
Singh, S.;238
Greaves, D.;239
Kinder, H.;240
Berberich, P.;241
Utz, B.;242
Prusseit, W.;243
Vollmar, S.;244
Michel, C.;245
Treffert, J.T.;246
Newport, D.F.;247
Casey, M.;248
Knoss, C.;249
Wienhard, K.;250
Liu, X.;251
Defrise, M.;252
Heiss, W.-D.;253
Ray, T.P.;254
Lopez, J.X.;255
Zhijun Qiao;256
Dengfeng Zhang;257
Hongye Sue;258
Chao Zhao;259
Xianglan Han;260
Dogancay, K.;261
Kennedy, R.A.;262
Tatematsu, A.;263
Hamada, S.;264
Takuma, T.;265
Morii, H.;266
Conti, M.;267
Crispo, B.;268
Fernandes, E.;269
Zhauniarovich, Y.;270
Xiangyang Sun;271
Ju Liu;272
Jiande Sun;273
Qiang Zhang;274
Wei Ji;275
Chow, K.W.Y.;276
Green, M.;277
Zhou Linyuan;278
Liu Jinjun;279
Zhu Yangque;280
Zhou Sizhan;281
Bruss, S.P.;282
Spencer, R.R.;283
Hara, K.;284
Shimomura, T.;285
Hasegawa, T.;286
Nakagawa, M.;287
Jun Li;288
Singhal, S.;289
Swaminathan, R.;290
Karp, A.H.;291
Appelbe, B.;292
McNamara, H.;293
Rasskazov, O.;294
Erdol, N.;295
Feng Bao;296
Basbug, F.;297
Bowei Zhang;298
Zhenyu Li;299
Qiuchen Yuan;300
Chia-pin Chang;301
Zaghloul, M.E.;302
Shirali-Shahreza, S.;303
Mousavi, M.E.;304
Wang Fang;305
Feng Shunshan;306
Zhao Yixin;307
Komijani, Y.;308
Izadi, N.;309
Khadem-Hosseinieh, B.;310
Mohajerzadeh, S.;311
Guanglou Zheng;312
Gengfa Fang;313
Orgun, M.A.;314
Shankaran, R.;315
Bhatti, S.;316
Jie Xu;317
Deng Bin;318
Peiji, Shao;319
Zhao Dan;320
Hua Xu;321
Zupeng Li;322
Hui Zheng;323
Guoqing Chang;324
Chih-Hao Li;325
Phillips, D.F.;326
Walsworth, R.L.;327
Kartner, F.X.;328
Yukawa, T.;329
Saito, N.;330
Matsuoka, W.;331
Kanda, A.;332
Okano, H.;333
Hyung-Tae Seo;334
Kyung-Soo Kim;335
Soohyun Kim;336
Golde, R.H.;337
Wan Xiao-feng;338
Xiao Jing;339
Hu Hai-lin;340
Arthur, C.M.;341
Girma, D.;342
Harle, D.;343
Lehane, A.;344
Jianshu Chao;345
Al-Nuaimi, A.;346
Schroth, G.;347
Steinbach, E.;348
Gambel, D.;349
Walter, S.;350
Tasdizen, T.;351
Tarel, J.-P.;352
Cooper, D.B.;353
Niemeier, M.;354
Wiese, A.;355
Baruah, S.;356
Xuejun Xie;357
Jie Tian;358
Haikuan Liu;359
Hong Yin;360
Cejun Wei;361
Yu Zhu;362
Klimashov, A.;363
Zhang, C.;364
Bartle, D.;365
Ramprasad, R.;366
Petras, M.;367
Salmi, T.;368
Stenvall, A.;369
Kojima, K.;370
Hua, Gao;371
Galvan, L.R.;372
Ruiz, R.R.;373
Gomez, E.S.;374
Chen Zhengmin;375
Huang Xianlin;376
Lu Hongqian;377
Harrison, K.;378
White, G.;379
de Renesse, R.;380
Khengar, P.;381
Friderikos, V.;382
Aghvami, H.;383
Li Li;384
Jing Zhao;385
Guangxin Qiao;386
Lijuan Yang;387
Imtiaz, M.N.;388
Kim, J.H.;389
Park, K.T.;390
Kim, H.C.;391
Chun, K.;392
Kang Cheol-Ho;393
Ryu Heunggyoon;394
Lee, C.H.;395
Gesbert, D.;396
Sorelius, J.;397
Stoica, Petre;398
Paulraj, A.;399
Burch, M.;400
Hoferlin, M.;401
Weiskopf, D.;402
Yubo Zhang;403
Xiaonan Lin;404
Willett, R.;405
Nowak, R.;406
Lakkos, S.;407
Hadjiprocopis, A.;408
Comley, R.;409
Smith, P.;410
Rebollo-Neira, L.;411
Lowe, D.;412
Vaezi, M.;413
Labeau, F.;414
Paisitkriangkrai, S.;415
Chunhua Shen;416
Jian Zhang;417
Di Liu;418
Khong, A.W.H.;419
Gaul, E.W.;420
Ditmire, T.;421
Martinez, M.D.;422
Douglas, S.;423
Gorski, D.;424
Hays, G.R.;425
Henderson, W.;426
Erlandson, A.;427
Caird, J.;428
Ebbers, C.;429
Iovanovic, I.;430
Molander, W.;431
Al-Mansoori, M.H.;432
Mahdi, Mohd Adzir;433
Keren, O.;434
Litsyn, S.;435
Yu, S.F.;436
Rotondo, A.;437
Geraghty, J.;438
Young, P.;439
Xiang-Jun Feng;440
Jiang-Ling Zhang;441
Mendes, E.M.A.M.;442
Marquis, J.;443
Wyeld, T.;444
Sullivan, D.L.;445
Kemp, M.A.;446
Kovaleski, S.D.;447
Habib, H.;448
Ow Yong Soon Tatt;449
Jagadish, C.;450
Deppe, D.G.;451
Noda, S.;452
Krauss, T.F.;453
Painter, O.J.;454
Vincke, R.;455
Van Landschoot, S.;456
Cordemans, P.;457
Peuteman, J.;458
Steegmans, E.;459
Boydens, J.;460
Wong, Bunsen Y.;461
Laughlin, D.E.;462
Chen, C.C.;463
Shih-Ying Wu;464
Finan, J.D.;465
Morrison, B.;466
Konofagou, E.E.;467
Chaturvedi, A.;468
Campagna, D.J.;469
Levandowski, D.W.;470
Buco, M.;471
Rosu, D.;472
Meliksetian, D.;473
Wu, F.;474
Anerousis, N.;475
Jun won Lee;476
Giraud-Carrier, C.;477
Telatar, I.E.;478
Gordon, N.;479
Wagner, I.A.;480
Bruckstein, A.M.;481
Ming'e Jing;482
Pengshuai Ren;483
Weichao Zhou;484
Zhiyi Yu;485
Xiaoyang Zeng;486
Tralshawala, N.;487
Miller, J.H., Jr.;488
Jackson, D.R.;489
Jianming Deng;490
Umano, M.;491
Oda, T.;492
Uno, Y.;493
Shu Qin;494
McDaniel, T.;495
Liu, L.J.;496
Burke, R.;497
Hu, Y.J.;498
McTeer, A.;499
Lotze, N.;500
Ortmanns, M.;501
Manoli, Y.;502
Chandra, W.;503
Ang, L.K.;504
Koh, W.S.;505
Pirayesh, A.;506
Vakilian, M.;507
Feuillet, R.;508
Hadjsaid, N.;509
Giri, K.J.;510
Peer, M.A.;511
Nagabhushan, P.;512
Van Gerven, S.;513
Van Compernolle, D.;514
Shioiri, T.;515
Shindo, T.;516
Kamikawaji, T.;517
Kaneko, E.;518
Ohshima, I.;519
Jianjiang Feng;520
Yuan Shi;521
Jie Zhou;522
Xuekan Qiu;523
Shuqiang Jiang;524
Huiying Liu;525
Qingming Huang;526
Longbing Cao;527
Patton, Carl E.;528
Kandil, O.A.;529
Zhi Yang;530
Lachowicz, J.T.;531
Yamazaki, K.;532
Tamiya, S.;533
Shima, K.;534
Fukami, T.;535
Jang-Gu Kim;536
Okada, K.;537
Yammouch, T.;538
Sato, T.;539
Masu, K.;540
Allen, R.;541
McNamara, M.;542
ten Kate, H.H.J.;543
Roovers, A.J.M.;544
van de Klundert, L.J.M.;545
Kyung-Min Jin;546
Quach Ngoc Thinh;547
Eel-Hwan Kim;548
Araki, Y.;549
Hashimoto, T.;550
Otaka, S.;551
Weiner, J.A.;552
Benson, R.C.;553
Romenesko, B.M.;554
Nall, B.H.;555
Charles, H.K., Jr.;556
Heikkinen, K.;557
Vuorimaa, P.;558
Cafagna, D.;559
Grassi, G.;560
Papakostas, G.A.;561
Karakasis, E.G.;562
Koulouriotis, D.E.;563
Cathignol, D.J.;564
Birer, A.;565
Unterreiner, R.;566
Cherkasova, L.;567
Lau, R.;568
Burose, H.;569
Kalambur, S.V.;570
Kappler, B.;571
Veeranan, K.;572
Dubljevic, S.;573
Korn, Israel;574
Brondum, J.;575
Muhtaroglu, A.;576
Taylor, G.;577
Rahal-Arabi, T.;578
Callahan, K.;579
Paukste, A.;580
Gilbert, J.E.;581
Lakey, J.D.;582
Bryant, R.;583
Conjeti, S.;584
Puroshottam Jetwani, D.;585
Shien-Tang Chiu;586
Guo-Shiang Lin;587
Min-Kuan Chang;588
Hudgins, C.E.;589
Schroeder, J.E.;590
Goldman, P.C.;591
Angelakos, D.J.;592
Kumagai, N.;593
Peiris, S.;594
Madamopoulos, N.;595
Antoniades, N.;596
Ummy, M.A.;597
Dorsinville, R.;598
Ali, M.;599
Myasin, Ye.A.;600
Il'yin, A.Yu.;601
Evdokimov, V.V.;602
Wu Peng;603
Liu Chuanquan;604
Li Jie;605
Huang Cheng;606
Katifori, A.;607
Torou, E.;608
Halatsis, C.;609
Lepouras, G.;610
Vassilakis, C.;611
Lakhani, H.;612
Zaffar, F.;613
Hoon Ko;614
Ramos, C.;615
Regalia, P.A.;616
Mboup, M.;617
Ashari, M.;618
Shishkova, A.V.;619
Pivnenko, S.N.;620
Gorobets, N.N.;621
Fang Ping;622
Zhou Yu-zhong;623
Zhang Xin;624
Yuanming Wu;625
Ting Cheng;626
Jiyan Huang;627
Paola Sassi, M.;628
Zucco, M.;629
Laurat, J.;630
Longchambon, L.;631
Coudreau, T.;632
Fabre, C.;633
Tanaka, D.;634
Kamo, D.;635
Watanabe, T.;636
Maehara, M.;637
Nakamura, T.;638
Alyuz, N.;639
Gokberk, B.;640
Akarun, L.;641
Donghoon Shin;642
Wonhee Kim;643
Youngwoo Lee;644
Chung Choo Chung;645
Neher, J.H.;646
Harmonosky, C.M.;647
Farr, R.H.;648
Ming-Chuan Ni;649
Peng, Y.H.;650
Changjun Shu;651
Suzuki, H.;652
Watanabe, A.;653
Stanescu, D.;654
Stangaciu, V.;655
Stratulat, M.;656
Brenner, M.;657
Izquierdo, E.;658
Bucy, R.S.;659
Ghovanlou, F.;660
Moura, J.M.F.;661
Senne, K.D.;662
Bruyninckx, H.;663
Lafitte, F.;664
Van Heule, D.;665
Yacouba Goita;666
Hu ChangJun;667
Kundert, K.;668
White, J.;669
Sangiovanni-Vincentelli, A.;670
Saito, H.;671
Kanade, T.;672
Bastoni, A.;673
Brandenburg, B.B.;674
Anderson, J.H.;675
Ernst, A.;676
Streule, W.;677
Zengerle, R.;678
Koltay, P.;679
Dionne, Gerald F.;680
Weiss, J.A.;681
Allen, G.A.;682
Sandararajan, V.;683
Parhi, K.K.;684
Gubarev, F.A.;685
Evtushenko, G.S.;686
Trigub, M.V.;687
Torgaev, S.N.;688
Xiang Luo;689
Iyengar, R.;690
Kar, K.;691
Lacewell, C.W.;692
Gebril, M.;693
Buaba, R.;694
Homaifar, A.;695
Jensen, M.V.R.S.;696
Kajikawa, K.;697
Gettliffe, G.V.;698
Yong Chu;699
Miyagi, D.;700
Lecrevisse, T.P.;701
Seungyong Hahn;702
Bascunan, J.;703
Iwasa, Y.;704
Haman, T.;705
Kazemi, A.;706
Brain, A.E.;707
Mhaidat, K.M.;708
Hamzah, A.Y.;709
Yu, Zhaoji;710
Lv, Liangsheng;711
Su, Changhai;712
Krasnogorov, A.J.;713
Machekhin, Yu.P.;714
Scalassara, P.;715
Maciel, C.;716
Pereira, J.C.;717
Kurokawa, H.;718
Tokurakawa, M.;719
Shirakawa, A.;720
Ueda, K.;721
Kaminskii, A.A.;722
Kuretake, S.;723
Tanaka, N.;724
Kintaka, Y.;725
Kageyama, K.;726
Agouridis, D.C.;727
Guoji Zhang;728
Qiang Chen;729
Quansen Sun;730
Chen, Y.C.;731
Domi&#x0301;732
nguez-Garci&#x0301;733
a, A.D.;734
Fallahi, A.;735
Hossain, E.;736
Liu Ming;737
Zhang Guoyu;738
An Zhiyong;739
Duan Jie;740
Lin Yun;741
Kilic, O.;742
Digonnet, M.J.F.;743
Kino, G.S.;744
Solgaard, O.;745
Dziong, Z.;746
Mason, L.G.;747
Wakita, H.;748
Taiyuan Liu;749
Jianfang Jia;750
Hong Wang;751
Hong Yue;752
Zaretsky, M.C.;753
Mouayad, L.;754
Melcher, J.R.;755
Coulson, A.J.;756
Kakarala, R.;757
Misue, K.;758
Qi Zhou;759
Patil, M.M.;760
Prohaska, O.;761
Qin, Shu;762
Yuanzhong Xhou;763
Chan, Chung;764
Lin, M.C.;765
Smithe, D.N.;766
Chern, T.-L.;767
Pan, P.L.;768
Qizhi Fang;769
Jianyuan Sun;770
Kofidis, E.;771
Kopsinis, Y.;772
Theodoridis, S.;773
Venkatesan, S.;774
Karnan, M.;775
Pocheville, A.;776
Kheddar, A.;777
Yokoi, K.;778
Brinon-Arranz, L.;779
Seuret, A.;780
Canudas-de-Wit, C.;781
Shilai Cheng;782
Hui Lin;783
Liming Jiang;784
Fulong Chen;785
Qing Zhao;786
Yeung, F.;787
Chan, Y.C.;788
Lee, P.C.Y.;789
Huang, Rui;790
Javanmard, A.;791
Montanari, A.;792
Lu Zheng;793
Lin-Ke Yin;794
Feng-Qing Jiang;795
Yan-Rui Chen;796
Jamal, A.;797
Ravishankar, S.;798
Rani, K.R.U.;799
Bharathi, M.;800
Mahesh, H.M.;801
Xiangqing Tian;802
Yue Wang;803
Yikai Su;804
Zhicheng Lin;805
Pui-In Mak;806
Martins, R.P.;807
Vacondio, F.;808
Ghazisaeidi, A.;809
Bononi, A.;810
Rusch, L.A.;811
Sid-Ahmed, M.A.;812
Delfyett, P.J.;813
Mathason, B.;814
Gee, S.;815
DePriest, C.;816
Tomaselli, V.;817
Guarnera, M.;818
Bruna, A.R.;819
Curti, S.;820
Bridges, J.E.;821
Miller, D.A.;822
Hamel, John S.;823
Alison, R.J.;824
Blaikie, Richard J.;825
Himmelman, V.G.;826
Kuchinsky, G.S.;827
Engert, S.;828
Wetzstein, O.;829
Hofherr, M.;830
Ilin, K.;831
Siegel, M.;832
Meyer, H.-G.;833
Toepfer, H.;834
Eyuboglu, M.V.;835
Bitenc, B.;836
Zhou Yue;837
Gomez-Campos, F.M.;838
Rodriguez-Bolivar, S.;839
Carceller, J.E.;840
Enpuku, K.;841
Yoshida, K.;842
Green, A.;843
Tsakalis, K.;844
MacArthur, W.;845
Dash, S.;846
Deray, K.;847
Day, M.;848
Korenev, S.;849
Johnson, R.P.;850
Sah, R.;851
Wickramasinghe, Y.A.B.D.;852
Thorniley, M.;853
Rolfe, P.;854
Houston, R.;855
Livera, N.;856
Faris, F.;857
Quinn, P.;858
Early, J.;859
Sander, W.;860
Longo, T.;861
Seung-Hoon Cho;862
Seok-Wun Ha;863
Yong-Ho Moon;864
Chan-Bok Jeong;865
Treiber, M.;866
Hong-Linh Truong;867
Dustdar, S.;868
Haiquan Wang;869
Ling Ouyang;870
Dongyun Wang;871
Lei Liu;872
Sugimoto, Yoshimasa;873
Tanaka, Y.;874
Ikeda, Naoki;875
Nakamura, Hitoshi;876
Kanamoto, K.;877
Ohkouchi, Shunsuke;878
Watanabe, Y.;879
Inoue, Kuon;880
Asakawa, Kiyoshi;881
Herrera, J.F.R.;882
Casado, L.G.;883
Hendrix, E.M.T.;884
Paulavicius, R.;885
Ilinskas, J.;886
Pourbigharaz, F.;887
Yassine, H.M.;888
Huttenrauch, H.;889
Severinson Eklundh, K.;890
Erdem, O.;891
Hoang Le;892
Prasanna, V.K.;893
Viorel, Ioan-Adrian;894
Jyh-Jia Chen;895
Hwang, Chyi;896
Eltawil, A.M.;897
Daneshrad, B.;898
Karavirta, V.;899
Korhonen, A.;900
Seppala, O.;901
Shin-Chou Juan;902
Chen-Yi Lee;903
Zovko-Cihlar, B.;904
Grgic, S.;905
Afric, W.;906
Jae Hyuk Shin;907
Dagli, N.;908
Gerstl, S.A.W.;909
Borel, C.C.;910
Moui, A.;911
Desprats, T.;912
Lavinal, E.;913
Sibilla, M.;914
Zhou, X.S.;915
Roumeliotis, S.I.;916
Hyun-seok Min;917
Jaeyoung Choi;918
De Neve, W.;919
Yong Man Ro;920
Plataniotis, K.N.;921
Jing Hu;922
Jianbo Gao;923
Yao, K.;924
Ungsik Kim;925
Naoe, M.;926
Ehara, Y.;927
Kishida, H.;928
Ito, T.;929
Zahiri, B.;930
Jian Kang;931
Peng Qin;932
Xiaoyong Li;933
Tingting Mo;934
Yamashita, H.;935
Cingoski, Vlatko;936
Mikami, M.;937
Kaneda, K.;938
Yanxia Li;939
Bohlen, H.;940
Davies, E.;941
Krzeminski, P.;942
Tornoe, B.;943
Moreira, L.C.;944
Neto, J.F.;945
Van Noije, W.A.M.;946
Rios, E.T.;947
Jiang, H.;948
Drehman, A.J.;949
Andrews, R.J.;950
Horrigan, J.A.;951
Vittoria, C.;952
You-Wei Teng;953
Wang, Wen-June;954
Pei-Jun Lee;955
Hanbing He;956
Wei Mao;957
Lin'an Yang;958
Pontes, J.;959
Soares, R.;960
Carvalho, E.;961
Moraes, F.;962
Calazans, N.;963
Ballhorn, G.;964
Weber, K.J.;965
Armand, S.;966
Stuckings, M.F.;967
Stocks, M.;968
Blakers, A.W.;969
Woo-Seop Rhee;970
Jun-Hwa Lee;971
Mi-Jeong Yang;972
Il-Woo Lee;973
Jea-Hoon Yu;974
Sang-Ha Kim;975
Janevski, T.;976
Petrov, I.;977
Aye, M.M.;978
Cheng Cheng;979
Li Ji;980
Yu Zhiqiang;981
Wang Hui;982
Li-Xin Song;983
Tian-Shu Huang;984
Guang-Yu Du;985
Nayak, S.C.;986
Misra, B.B.;987
Behera, H.S.;988
Wang Li-ping;989
Cao Ying;990
Burasa, P.;991
Constantin, N.G.;992
Ke Wu;993
Ono, Y.;994
Kiya, H.;995
Gondal, M.A.;996
Baig, M.A.;997
Shwehdi, M.H.;998
Islam, M.M.;999
Dengsheng Zhang;1000
Guojun Lu;1001
Kaabi, F.;1002
Cataldi, P.;1003
Filali, F.;1004
Bonnet, C.;1005
Ruey-Yi Wei;1006
Yen-Ming Chen;1007
Chia-Chan Kuo;1008
Yunhe Hou;1009
Zhijun Qin;1010
Jie Yan;1011
Khan, A.A.;1012
Mohammed, O.A.;1013
Atherton, D.L.;1014
Rao, T.S.;1015
Schobachler, M.;1016
Staudinger, P.;1017
Hershey, John;1018
Grabb, M.;1019
Joshi, N.;1020
Ross, F.;1021
Nowak, T.;1022
Concari, C.;1023
Franceschini, G.;1024
Tassoni, C.;1025
Toscani, A.;1026
Yarman, B.S.;1027
Sengul, M.;1028
Lindberg, P.;1029
Rydberg, A.;1030
Hosseininezhad, S.;1031
Shirazi, G.N.;1032
Leung, V.C.M.;1033
Mofid, Y.;1034
Gahagnon, S.;1035
Patat, F.;1036
Ossant, F.;1037
Josse, G.;1038
Pengju Kang;1039
Birtwhistle, D.;1040
Khouzam, K.;1041
McDermott, D.B.;1042
Chong, C.K.;1043
Luhmann, N.C., Jr.;1044
Chu, K.R.;1045
Dialetis, D.;1046
Livingston, J.D.;1047
Morris, W.G.;1048
Gang Shi;1049
Guoxiang Wu;1050
Xu Cai;1051
Zhe Chen;1052
Kwan-Woo Kim;1053
Sangjin Byun;1054
Kyutae Lim;1055
Chang-Ho Lee;1056
Laskar, J.;1057
Chang, F.C.;1058
Chen, Z.N.;1059
Hirasawa, K.;1060
Wu, K.;1061
Selbach-Allen, M.E.;1062
McIlhany, K.L.;1063
Gentry, S.E.;1064
Grant, P.M.;1065
Moore, K.D.;1066
Inoue, J.;1067
Sohma, M.;1068
Tsuchiya, T.;1069
Tsukada, K.;1070
Yamaguchi, I.;1071
Manabe, T.;1072
Kumagai, T.;1073
Koyanagi, K..;1074
Ebisawa, T..;1075
Ohtsu, H..;1076
Ghennioui, H.;1077
Thirion-Moreau, N.;1078
Moreau, E.;1079
Sakaya, K.;1080
Toba, T.;1081
Mizoguchi, H.;1082
Kagami, S.;1083
Takano, T.;1084
Nagashima, K.;1085
Vihavainen, A.;1086
Luukkainen, M.;1087
Soma, T.;1088
Konishi, Y.;1089
Konno, K.;1090
Awai, I.;1091
Michielssen, E.;1092
Shanker, B.;1093
Han, S.-K.;1094
Chew, W.C.;1095
Castillo, C.;1096
Spreitzer, M.;1097
Steinder, M.;1098
Sorensen, K.;1099
Singhose, W.;1100
Iglesias, J.M.R.;1101
Jianwei Liu;1102
Yi Wang;1103
Dan Jiang;1104
Qunsheng Cao;1105
Zhi-jian Wei;1106
Schoenbach, K.H.;1107
Peterkin, F.E.;1108
Alden, R.W., III;1109
Beebe, S.J.;1110
Kim, C.H.;1111
Roy, K.;1112
Hsu, S.;1113
Alvandpour, A.;1114
Krishnamurthy, R.K.;1115
Borkar, S.;1116
Kaur, R.;1117
Sangal, A.L.;1118
Kumar, K.;1119
Sang-Kyoo Han;1120
Gun-Woo Moon;1121
Myung-Joong Youn;1122
Yang Yong;1123
Lau, K.L.;1124
Sai Hoi Wong;1125
Luk, K.M.;1126
Waldemar, P.;1127
Ramstad, T.A.;1128
Feller, Joseph;1129
Hongxia Ding;1130
Ping Yang;1131
Yuan-Ting Zhang;1132
Wen-Chung Kuo;1133
Yan-Hung Lin;1134
Eel-Wan Lee;1135
Soo-Ik Chae;1136
de Azevedo, D.F.G.;1137
de Moura, E.P.;1138
DeCastro, M.C.F.;1139
DeCastro, F.C.C.;1140
da Rocha, M.F.;1141
Kyoung-Lim Suk;1142
Kyung-Wook Paik;1143
Sadeghi, T.;1144
Harris, W.;1145
Ko, H.;1146
Emsia, A.;1147
Le, T.Q.;1148
von Lerber, T.;1149
Briggmann, D.;1150
Kuppers, F.;1151
Qiao, J.;1152
Ye, Y.;1153
Chaoyang Zhang;1154
Andreone, A.;1155
Kresin, V.S.;1156
Yik-Chung Wu;1157
Tung-Sang Ng;1158
Hosobe, H.;1159
Wong, C.K.;1160
Wong, H.;1161
Kok, C.W.;1162
Chan, M.;1163
Zhou Dong;1164
Lanzenberger, M.;1165
Sampson, J.;1166
Fratini, R.;1167
Savi, M.;1168
Verticale, G.;1169
Tornatore, M.;1170
Xi Zhao;1171
Delleandrea, E.;1172
Liming Chen;1173
Ostroff, J.S.;1174
Wonham, W.M.;1175
Dehaene, J.;1176
Cheng Yi;1177
De Moor, B.;1178
Herington, D.;1179
Stotts, D.;1180
Montsinger, V.M.;1181
Sklar, L.B.;1182
Mueller, G.V.;1183
Seidell, T.G.;1184
Baker, J.H.;1185
Vanfretti, L.;1186
Garcia-Valle, R.;1187
Uhlen, K.;1188
Johansson, E.;1189
Trudnowski, D.;1190
Pierre, J.W.;1191
Chow, J.H.;1192
Samuelsson, O.;1193
Ostergaard, J.;1194
Martin, K.E.;1195
Frohlich, H.;1196
Wegner, J.K.;1197
Zell, A.;1198
Panda, B.;1199
Balachandran, S.;1200
Xiaojian Wang;1201
Cai Wei;1202
Li Min;1203
Huang Xian-xiang;1204
Carroll, Joseph S.;1205
Sakakibara, K.;1206
Ajika, N.;1207
Miyoshi, H.;1208
Ciocan, R.;1209
Ida, N.;1210
Hye Jin Kim;1211
